CNPJ;Endereço;DATA DA SITUAÇÃO ESPECIAL;SITUAÇÃO ESPECIAL;CORREIO ELETRÔNICO;FAX;DDD DO FAX;TELEFONE 2;DDD 2;TELEFONE 1;DDD 1;MUNICÍPIO;UF;CEP;CNAE FISCAL SECUNDÁRIA;CNAE FISCAL PRINCIPAL;DATA DE INÍCIO ATIVIDADE;PAIS;MOTIVO SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;NOME FANTASIA;IDENTIFICADOR MATRIZ/FILIAL
60043943000123;RUA CORONEL FERNANDO PRESTES 815  CENTRO;"";"";HISTEFANNY.BRU@GMAIL.COM;"";"";"";"";99999999;15;6547;SP;18200065;"";9602501;20250324;"";00;20250324;"";1
54668927000123;RUA DR DJALMA PINHEIRO FRANCO 829 APT   103B VILA SANTA CATARINA;"";"";ABERTURA@CONTABILIZEI.COM.BR;"";"";00000000;0000;98880068;41;7107;SP;04368003;"";8599604;20240410;105;00;20240410;MG CONSULT;1
53861232000109;RUA CINCO 06  VALE ESPERANCA;"";"";LAYS.MATTOSS@GMAIL.COM;"";"";"";"";99253335;27;5625;ES;29141041;9001906,7420004,9329899,8599699,5912099,5912001,9001901,8592902,8230001,7420001;8592999;20240208;"";00;20240208;"";1
09317743000407;RUA PROFESSOR JOSE AUGUSTO NEVES 161 LOJA  4 RIO GRANDE;"";"";DIRETORIA@THIAGOHUGOLABORTORIO.COM.BR;"";"";"";"";35318650;38;4431;MG;39100000;8630502,8640202,8640208;8640201;20180406;"";00;20180406;LABORATORIO THIAGO HUGO;2
04136205000150;RUA VISCONDE DO RIO BRANCO 267 TERREO CENTRO;"";"";"";"";"";"";"";"";"";3515;BA;44002175;4732600,5223100;4520005;20001106;"";00;20001106;"";1
11742830000100;AVENIDA PRESIDENTE CASTELO BRANCO 451  CATU;"";"";"";"";"";"";"";33362196;85;1253;CE;62880001;4313400,7112000,4321500,4322301,4322303,4322302,4213800,7820500,3511501,7732201,7719599;4120400;19861215;"";00;20081231;"";1
40290676000181;10A RUA DR JORGE BITTENCOURT DE OLIVEIRA 23  RESIDENCIAL PACAEMBU;"";"";AUGUSTOC647@GMAIL.COM;"";"";"";"";97130936;11;6581;SP;13295000;"";4520001;20210107;"";00;20210107;"";1
52676333000139;AVENIDA VINTE E SEIS DE JUNHO 212 CASA B INDEPENDENCIA;"";"";MESQUINANETY@GMAIL.COM;"";"";"";"";92797493;94;0483;PA;68501100;4723700,5611201;5611205;20231026;"";00;20231026;"";1
42056817000121;RUA AGENOR ANTONIO RODRIGUES 2147  SITIO CERCADO;"";"";AVANEMPREITEIRA@OUTLOOK.COM;"";"";96222024;41;96358334;41;7535;PR;81920210;4120400,4222701,4311802,4319300,4321500,4322301,4329104,4330404,4330499,4399101,4399102,4742300,7739099,7810800;4313400;20210524;"";00;20210524;AVAN EMPREITEIRA;1
60809659000115;RUA COLISEU 49  GOIABAL;"";"";FHLACERDA22@GMAIL.COM;"";"";"";"";98310615;24;5807;RJ;27340440;4321500;4322302;20250513;"";00;20250513;"";1
35734720000165;RUA VEREADOR ANTONIO RIBEIRO DE VASCONCELOS 96 SALA 03 CENTRO;"";"";DIVA.ESCRITORIOAVENIDA@GMAIL.COM;"";"";"";"";84270383;35;5049;MG;37550154;4772500;9602502;20191209;"";00;20191209;"";1
37434309000108;RUA RIO GRANDE DO NORTE 837  NOVA IMPERATRIZ;"";"";"";"";"";"";"";91034440;99;0803;MA;65907005;"";4399103;20200617;"";00;20200617;"";1
59155637000108;RUA AMERICO SILVEIRA DIAS 1260  TARUMA;"";"";JULIOMACHADOBG@OUTLOOK.COM;"";"";"";"";99734476;53;8531;RS;96405400;"";0161002;20250128;"";00;20250128;"";1
56964588000158;RUA COIMBRA 80  BRAS;"";"";"";"";"";"";"";"";"";7107;SP;03052030;"";8888888;19870123;"";00;20221031;"";1
59968687000104;VILA DE SOIDO DE BAIXO S/N  SOIDO DE BAIXO;"";"";PIANZOLI.CONTABIL@GMAIL.COM;"";"";"";"";99999999;27;2929;ES;29255000;"";8219999;20250319;"";00;20250319;"";1
53150177000130;"AVENIDA 1 SN QUADRA 34;LOTE 34;SALA 02 JARDIM IPANEMA";"";"";MONIQUE.BORGES90@GMAIL.COM;"";"";"";"";91421965;61;1066;GO;72872017;4742300,4744003,8129000,8219999,4744001,4744099;4763603;20231209;"";00;20231209;"";1
55630382000129;RUA ESMERALDA BUECHEM 21  CENTRO;"";"";NOTABR@YAHOO.COM;"";"";"";"";99834361;22;0782;RJ;28230000;4930204,4930201,4930203;4930202;20240621;"";00;20240621;"";1
00434437000133;RUA PAULO LICIO RIZZO 151  CENTRO;"";"";ALICIAMARTOS@OUTLOOK.COM;47696322;11;"";"";47696322;11;6789;SP;06018010;8511200,8512100,8599699;8513900;19950210;"";00;20241011;COLEGIO CULTURA EDUCACIONAL;1
04202506000134;RUA DOS MOTORISTAS 40 SALA CENTRO;"";"";"";"";"";"";"";2913691;054;8883;RS;95190000;5611204,5620102,7729202,8230001;5611201;20001208;"";00;20030125;BIASOTTO'S BAR E RESTAURANTE;1
45076185000156;"RUA MN 04 442 QUADRA 42;LOTE 17 MORADA NOVA";"";"";PAULO.SOUSA8982@GMAIL.COM;"";"";"";"";84480816;66;0131;MT;78652000;4330405;4399103;20220131;"";00;20220131;"";1
49540937000149;RUA SUCUPIRA 1072  CIDADE SATELITE PRIMAVERA III;"";"";TAMIRESBARBOSA.91@OUTLOOK.COM;"";"";"";"";98877858;75;9871;MT;78850000;4330404,4330405,4330499;4399103;20230209;105;00;20230209;VJS CONTRUCOES;1
42720063000162;RUA BRASIL 110 APT 202 METROPOLE;"";"";DIEGOANDRADEGOL@GMAIL.COM;"";"";"";"";26692971;21;5869;RJ;26215260;8230001;9001902;20210714;"";00;20210714;"";1
36496579000172;RUA RAUL PINTO 65  CENTRO;"";"";"";"";"";"";"";84233567;32;4317;MG;36110000;4723700;5611204;20200228;"";00;20200228;"";1
52133300000142;AVENIDA PINHEIRO MACHADO 2211  MISSOES;"";"";DRICALINE10@GMAIL.COM;"";"";"";"";96853968;54;8919;RS;99300000;4723700,7319002,1099604;4712100;20230911;"";00;20230911;"";1
26433834000184;AVENIDA TROMPOWSKY 354 SALA 501 CENTRO;"";"";LUDMILLADEFARIAS@GMAIL.COM;"";"";"";"";88807441;71;8105;SC;88015300;"";7319002;20161027;"";00;20161027;FARIAS PROMOCAO DE VENDAS;1
46308146000108;RUA FRANCA PINTO 78  VILA MARIANA;"";"";ANTONIO@ARTCONT-BA.COM.BR;"";"";"";"";32414001;71;7107;SP;04016000;1340599,1411801,1413402,4781400;1412601;20220509;"";00;20220509;"";1
51554676000168;RUA CLUBE DE REGATAS FLAMENGO 454  CAROBA;"";"";FERNANDOSOUZA@GMAIL.COM;"";"";"";"";91552026;49;8183;SC;88516010;4930204,4930201;4930202;20230725;"";00;20230725;"";1
59740824000140;RUA ENCANTO 1000  NOVA PARNAMIRIM;"";"";GABYYB003@GMAIL.COM;"";"";"";"";87532330;84;1779;RN;59152535;"";1091102;20250304;"";00;20250304;"";1
37757641000103;RUA DIOGO RIBEIRO 80  JARDIM VIRGINIA BIANCA;"";"";SEBAAS.1977@GMAIL.COM;"";"";"";"";75752951;11;7107;SP;02355120;8130300,3314702,4399103;4330404;20200716;"";00;20200716;"";1
24162618002321;AVENIDA MINISTRO JOAO ARINOS 4954  TIRADENTES;"";"";TESOURARIA@SHIPPIFY.CO;"";"";"";"";35007994;31;9051;MS;79041005;4930201,4930202,5212500,5250803,5250804,5320202,6311900;7490104;20240819;"";00;20240819;"";2
08499571000124;SITIO LOTE RURAL 240 ZONA RURAL CORREGO DA PREGUICA;"";"";mheld@uol.com.br;33871152;16;33871152;16;33871101;16;6759;SP;14920000;"";0113000;20061207;"";00;20061207;"";1
48267544000140;AVENIDA CORONEL MARCOS KONDER 805       LOJA 03 CENTRO;"";"";ANALUCIASTORINO@GMAIL.COM;"";"";"";"";96790891;47;8161;SC;88301303;"";5611203;20221012;"";00;20240813;DUE AMORE CAFE & LOUNGE;1
52565238000168;RUA RUA PION FRANCISCO MARANGONI 1930  SONHO MEU;"";"";ANDERSON@BETISCONSULTORIA.COM;"";"";"";"";0;44;7555;PR;87120000;8712300,4322303,4321500,4322302,3321000;9521500;20231018;"";00;20231018;"";1
04407214000138;RUA AFONSO PENA 187  TIJUCA;"";"";"";5075275;21;"";"";5091633;21;6001;RJ;20270242;"";8112500;20010418;"";00;20010418;"";1
47244217000100;"RUA RAPOSA-DO-CAMPO 151 APT 4;BLOCO 3 LOTEAMENTO RESIDENCIAL PEQUIS";"";"";CARLOSEDUARDOANCELINO@GMAIL.COM;"";"";"";"";99360914;34;5403;MG;38421136;8130300,4321500,4322301,5612100,4399103;4729699;20220721;"";00;20220721;"";1
54724141000186;RUA GERALDO PEREIRA DE BARROS 398 PREDIO COML CENTRO;"";"";"";"";"";"";"";"";"";6637;SP;18682041;8630501,8630502,8711501,8711503,8711504,8712300,8720401,8720499,8730199;8630503;19900713;"";00;20051103;"";1
54032403000141;RUA BELARMINO FREIRE ASSIS 25  CAMPO GRANDE;"";"";MITA072013@GMAIL.COM;"";"";"";"";99789915;27;5625;ES;29146420;"";8599699;20240222;"";00;20240222;"";1
38663728000176;RUA JOSE FRANCISCO DA SILVEIRA 180 APT 05 GUARDA DO CUBATAO;"";"";NOEMI.LARAH.FER@GMAIL.COM;"";"";"";"";98457311;48;8233;SC;88135390;"";4755503;20200922;"";00;20200922;"";1
38615277000100;RUA DOUTOR AMELIO ROSA BARBOSA 1650  SANTO AGOSTINHO;"";"";LUCASFERRATI@GMAIL.COM;"";"";"";"";98463716;16;6425;SP;14401375;8219999;7319002;20200921;"";00;20200921;P&C PROMOCAO DE VENDAS LTDA;1
44001243000110;AVENIDA PAULISTA 1159 CONJ  1013 BELA VISTA;"";"";MODERA-LBR-SCB@AUTTORIA.COM.BR;"";"";"";"";25485473;11;7107;SP;01311921;"";7112000;20211025;"";00;20211025;"";1
51438945000120;RUA CABO JOAO PROTSEK 390  PEDRA DE GUARATIBA;"";"";CRISCAKESDELIGHT@GMAIL.COM;"";"";"";"";79260069;21;6001;RJ;23025330;"";5620104;20230716;"";00;20230716;"";1
39867671000190;RUA ALVIM PEREIRA RAMOS 34  JARDIM MARILANDIA;"";"";LILIAN.CABRAL@GMAIL.COM;"";"";"";"";98178688;27;5703;ES;29112035;5819100,5912099,5813100,7420001;8219999;20201122;"";00;20201122;"";1
59901720000170;"RUA FAGUNDES VARELA SN QUADRA 70;LOTE 23 CIDADE SATELITE SAO LUIZ";"";"";AUNIVERSOCONTABILIDADE@GMAIL.COM;"";"";"";"";99690464;62;9227;GO;74920190;"";9602501;20250314;"";00;20250314;"";1
57610178000171;RUA ALFREDO IANELLI 136  JARDIM CILA DE LUCIO BAUAB;"";"";MARCIALIMAJAU@GMAIL.COM;"";"";"";"";96781312;14;6607;SP;17209325;5620104;5612100;20241008;"";00;20241008;"";1
55341829000140;ESTRADA DOS CAPISTRANOS 621 PAVLH 01 JARDIM BETANIA;"";"";MBORGES@GMAIL.COM;"";"";00000000;0000;99999999;51;8561;RS;94970460;7490104,7729202;6822600;20240531;105;00;20240531;"";1
11670015000183;AVENIDA SANTOS DUMONT 2727 SALA 905 ALDEOTA;"";"";"";"";"";"";"";"";"";1389;CE;60150160;4618401;4615000;19861024;"";00;20051103;CAPIR;1
54789317000188;RUA BARBOSA RODRIGUES 344  GUANABARA;"";"";JOAOGAMER0807@GMAIL.COM;"";"";"";"";30234529;47;8179;SC;89207180;"";7319002;20240418;"";00;20240418;"";1
54953786000190;"AVENIDA ANHANGUERA 8035 QUADRA 102A;LOTE 05;STAND T-1 SETOR COIMBRA";"";"";IJAC.CONTABILIDADE@GMAIL.COM;"";"";"";"";91231622;62;9373;GO;74535010;"";8230001;20240430;"";00;20240430;"";1
38064274000117;AVENIDA THOMAZ LUIZ ZEBALLOS 2410  JARDIM ZEBALLOS;"";"";ARCENDINOGOMES@GMAIL.COM;"";"";"";"";98120373;44;7571;PR;85980000;8130300,4321500,2539001,4330404,4399103;3101200;20200812;"";00;20250121;"";1
59399716000156;RUA MANUEL DE GOIS 361  JARDIM GUEDALA;"";"";APHRAMOS@GMAIL.COM;"";"";"";"";33123763;11;7107;SP;05604000;2063100,3299006,8599604,9602502;4772500;20250211;"";00;20250211;ESME AROMATERAPIA;1
50991814000103;RUA MARIA LEAO 20  JARDIM GRAPIUNA;"";"";POUSADAAMAZONASITB@GMAIL.COM;"";"";"";"";36179700;73;3597;BA;45600820;"";5590699;20230609;"";00;20230609;"";1
02118234000163;RUA PADRE MEIRA 35 SALA  706                 CXPST 034 CENTRO;"";"";STORECONSTRUCOES.2000@GMAIL.COM;"";"";"";"";93086448;83;2051;PB;58013200;"";4120400;19970922;"";00;20221214;STORE CONSTRUCOES;1
43342874000130;RUA CARLOS LACERDA 941 APT 402 TREVO;"";"";JBBRAGA946@GMAIL.COM;"";"";"";"";73360739;31;4123;MG;31545170;5811500,8599604;7319002;20210831;"";00;20210831;"";1
53067547000170;RUA GUAPORE 90 CASA DOMICILIO FISCAL VILA BELA;"";"";CLAUDENICE.DELIMA@HOTMAIL.COM;"";"";"";"";99593414;66;9907;MT;78898218;7729202,8230001;7319002;20231201;"";00;20231201;"";1
51943855000197;RUA GERMANO NIEHUES 321  SCHREIBER;"";"";LILIANULMANN@GMAIL.COM;"";"";"";"";84958477;47;8301;SC;89196000;3314712,4399105,4520001;3314711;20230824;"";00;20230824;"";1
58892718000110;RUA MANOEL JOSE DE LEMOS 136  CENTRO  DISTRITO DE SANTA CRUZ DA PRATA;"";"";CONTAGROCONTABILIDADE@BOL.COM.BR;"";"";"";"";97593904;35;4565;MG;37810000;"";4923001;20250115;"";00;20250115;"";1
51898508000190;SITIO SAO NICODEMOS S/N  AGUA DO ALEGRE;"";"";FAVAROOLIVEIRA@BOL.COM.BR;"";"";33613155;18;33621853;18;6811;SP;19714899;0151202;0151201;20230822;"";00;20230822;"";1
05269170000190; ED 29 DE JULHO SN EDIF 29 DE JULHO CENTRO;"";"";"";"";"";"";"";"";"";1355;CE;62700000;"";6010100;19760924;"";00;20240311;"";1
40740711000117;RUA LUCRECIA BAGALHO 05  CHACARAS PINHAO;"";"";PRLUCYS@GMAIL.COM;"";"";"";"";83858992;21;0788;RJ;24890000;5620104;8712300;20210206;"";00;20210206;"";1
07520743000131;RUA B 203  JOSE HENRIQUES;"";"";"";"";"";"";"";"";"";4179;MG;35460000;"";9312300;20050615;"";00;20200207;ALIANCA FUTEBOL CLUBE;1
02798656000127;RUA DAS ROSAS 81  VILA VALQUEIRE;"";"";"";"";"";"";"";"";"";6001;RJ;21330570;"";9609299;19980820;"";00;20051103;"";1
53603153000190;"AVENIDA GUIDO GOLFETO 735 BLOCO 04;APT 55 CAMPOS ELISEOS";"";"";ANDREIA_PEDRUCCI@HOTMAIL.COM;"";"";"";"";88111208;16;6969;SP;14085058;"";7319002;20240122;"";00;20240122;"";1
59357025000190;AVENIDA DOS IMIGRANTES 839  SAO SEBASTIAO;"";"";ELIASSANTOSRABISCO@GMAIL.COM;"";"";"";"";92994086;69;0003;RO;76801799;4330404;8592999;20250207;"";00;20250207;"";1
02831555000100;RUA SAO JOSE 103  MELO VIANA;"";"";"";"";"";"";"";"";"";4387;MG;35170146;"";6209100;19981106;"";00;20051103;"";1
43480233000141;RUA 15-A (CJ JOAO SAMPAIO I) 269 A  PETROPOLIS;"";"";NATALIA.FERREIRA23@ICLOUD.COM;"";"";"";"";99104938;82;2785;AL;57062654;"";4781400;20210911;"";00;20210911;"";1
02232264000287;RUA FELIPE RODRIGUES 06  CENTRO;"";"";"";"";"";"";"";"";"";1915;PB;58270000;"";4774100;19990611;"";00;20190723;OTICAS MIL;2
35989780000129;RUA GENERAL CLARINDO DE QUEIROZ 1745 BOX 67 SUBSOLO FARIAS BRITO;"";"";GLADSONFMELO@GMAIL.COM;"";"";"";"";88098952;85;1389;CE;60035131;4724500,8299707;4761003;20200114;"";00;20200114;"";1
46812494000100;10A RUA RUA PEDRO SIMAO LOJA 03 SN LOJA 03 CENTRO;"";"";MURILOBRAGAG@GMAIL.COM;"";"";"";"";38640065;22;2919;RJ;28495000;4789099,4723700,4721103,1071600,1093701,9329899,5620102,5620101,1033301,4755502,4789008,3299099,1013901;4712100;20220617;"";00;20220617;"";1
32929550000186;RUA JOAO BASSETI 453  CONJUNTO HABITACIONAL ANTONIO PEDRO ORTOLAN;"";"";ALDAIRSILVAPEDRAL.SILVA@GMAIL.COM;"";"";"";"";97116422;16;7135;SP;14177265;4330405,4330404,4322301,4321500;4399103;20190301;"";00;20190301;"";1
40013853000182;RUA SENADOR JOAO  KUBITSCHEK 73 QUADRA15 LOTE 26 SALA 02  BOX   54 VI SANTA MARIA - CONJUNTO CAICARA;"";"";LILDEVIANA@GMAIL.COM;98451934;61;84927845;61;95565078;61;9373;GO;74775021;"";7020400;20201204;"";00;20201204;EDELD CONSULTORIA;1
31881330000167;AVENIDA ITAPARK 692  VILA BOCAINA;"";"";LEGALIZACAO@ACCCONTABILEFISCAL.COM.BR;45776402;11;"";"";49759854;11;6689;SP;09310370;4511101,4512902,4530703,4541203,4541204,4541206,4542102,7490104,7711000;4511102;20181029;"";00;20181029;TECAR MULTIMARCAS;1
09579915000178;RUA HORTENCIA CAMPOS CIOTOLA 13  CENTRO;"";"";SABORDABARRARESTAURANTE@HOTMAIL.COM;"";"";"";"";24424040;24;5805;RJ;27123070;5611204,5611203;5611201;20080516;"";00;20080516;RESTAURANTE SABOR DA BARRA;1
32340944000102;RUA FRANCISCO CANDIDO RIBEIRO 29  VILA BRITANIA;"";"";FLAVIOCARPINTEIRO70@GMAIL.COM;"";"";"";"";96328903;12;6295;SP;12460000;4321500,4322301,4399103;4330402;20190103;"";00;20190103;"";1
40254367000156;RUA ALFERES POLI 2651  PAROLIN;"";"";MARCIA.LIMONE@HTMAIL.COM;96344185;41;"";"";96344185;41;7535;PR;80220051;5611203;5611201;20210105;"";00;20210105;RESTAURANTE LIRIOS DO VALE;1
49204427000109;"RUA PAULO LUIS GOMES - DE 1966/1967 AO FIM 2272 APT 101;COND SAO TOME OFICINAS";"";"";TATIANE.VITORIO@EDU.TUBARAO.SC.GOV.BR;"";"";"";"";36219400;48;8367;SC;88702350;8599699,8599604;8219999;20230116;"";00;20230116;"";1
51750786000103;RUA SOLDADO JOAQUIM LOBO 12  CAMPO GRANDE;"";"";EUALEXANDREEDUARDO@GMAIL.COM;"";"";"";"";99590935;21;6001;RJ;23042410;9511800,5912099;7420001;20230809;"";00;20230809;"";1
55392080000160;RUA LUISA DERANHOLI KOSCHNIK 191 CASA AVENTUREIRO;"";"";MARCELO.LAZARIN069@GMAIL.COM;"";"";"";"";92805033;47;8179;SC;89225570;9511800,6190699,4321500,3313999;9512600;20240604;"";00;20240604;"";1
10664645000263;RUA JOSE MERHY 1458  BOA VISTA;"";"";GISELE@OTTENGENHARIA.COM.BR;"";"";"";"";30143366;41;7535;PR;82560440;"";4110700;20211005;"";00;20211005;NORT HILL RESIDENCE;2
39825471000174;AVENIDA COPACABANA 1171  PRAIA DE LESTE;"";"";CIACALHAS21@GMAIL.COM;"";"";98228445;41;85167574;41;0870;PR;83255000;2532201,4743100,4744001;4399199;20201118;"";00;20201118;CIA CALHAS;1
