CNPJ;Endereço;DATA DA SITUAÇÃO ESPECIAL;SITUAÇÃO ESPECIAL;CORREIO ELETRÔNICO;FAX;DDD DO FAX;TELEFONE 2;DDD 2;TELEFONE 1;DDD 1;MUNICÍPIO;UF;CEP;CNAE FISCAL SECUNDÁRIA;CNAE FISCAL PRINCIPAL;DATA DE INÍCIO ATIVIDADE;PAIS;MOTIVO SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;NOME FANTASIA;IDENTIFICADOR MATRIZ/FILIAL
15129363000107;RUA BOA VIZINHANCA 61  VILA BRASILIO MACHADO;"";"";EGGM@OUTLOOK.COM;"";"";"";"";92975945;11;7107;SP;04289060;4399101;7020400;20120202;"";00;20120202;"";1
21483558000145;"RUA GENERAL OSORIO 645 SALA: 05; CENTRO";"";"";CONTABILIDADE@CARMESIM.COM.BR;38413355;18;"";"";38212048;18;6621;SP;17890000;6463800,6810201;4110700;20141127;"";00;20141127;"";1
49481726000182;RUA VILMAR JOSE DE CASTRO 220  AGUA FRIA;"";"";GABRIELLEDASILVASANTOS@HOTMAIL.COM;"";"";"";"";84224013;64;9285;GO;75813000;4930201,4930203;4930202;20230206;"";00;20230206;"";1
07240927000148;RUA ROMA 561 SALA  303 SANTA LUCIA;"";"";ADMINISTRATIVO@UMAGESTAO.COM.BR;32214451;31;"";"";35314451;31;4123;MG;30360680;7112000;7111100;20050114;"";00;20050114;U.M.A. GESTAO DE PROJETOS;1
38326305000160;RUA GIACOMO COZZARELLI 38  VILA SANTA TERESA (ZONA SUL);"";"";VICDENNY18@GMAIL.COM;"";"";"";"";86399840;11;7107;SP;04190000;"";5320202;20200902;"";00;20250130;"";1
44926572000171;RUA ASSUNCAO 1011  INDUSTRIAL;"";"";SABBI.ADM@OUTLOOK.COM;"";"";99578729;66;96094300;66;9905;MT;78880000;2539001,2833000,2930103,3314711,3314712,4520001,4530703,4614100,4642702,4661300,4663000,4732600,4744001,4744099,6821801,6821802,7319002;4789099;20220119;"";00;20220119;SABBI PECAS;1
42648625000104;RUA TORRES HOMEM 28 CONJ 3 QUADRA 28 OLAVO BILAC;"";"";DRI-LEANDRO@HOTMAIL.COM;"";"";"";"";93315165;21;5833;RJ;25025380;8599699,7319002,8230001;8599604;20210708;"";00;20210708;"";1
50154942000100;RUA RODSC 487 107 APT 2 107 CONJ CAMACHO;"";"";CARINENOVAIS09@GMAIL.COM;"";"";"";"";70706041;11;8173;SC;88715000;5611203;5611201;20230330;"";00;20230330;"";1
17279120000172;ESTRADA DE ANTENOR CARDOSO DA FONSECA 93A  JARDIM PERO;"";"";"";"";"";"";"";92146449;22;5813;RJ;28920065;"";5611201;20121210;"";00;20121210;"";1
38306609000166;"RUA JOAQUIM MOREIRA DA SILVA SN QUADRA 07;LOTE 27 RESIDENCIAL SONHO DOURADO";"";"";EUDEARES@GMAIL.COM;"";"";"";"";85768811;62;9373;GO;74781010;"";4930202;20200901;"";00;20200901;"";1
31933779000121;"CONDOMINIO IPEM ANGELIM 401 BLOCO 14;ANDAR 401;ANEXO 2;APT ANGELIM";"";"";OLIVEIRACASSIA.NC@GMAIL.COM;"";"";"";"";81327084;98;0921;MA;65063030;5811500,5813100,5819100,5911102,5911199,5912001,5912002,5912099,5913800,5914600,7420001,7420004,8230001,8592902,8592999,8599699,9001901,9001902,9001906,9002701;5911101;20181105;"";00;20181105;AQ PRODUCOES;1
08242664000179;RUA PINDORAMA 227  SAO JOSE;"";"";MTT5@TERRA.COM.BR;"";"";"";"";34775359;51;8589;RS;92420310;4729699,4763602,9602502,8592901;9313100;20060807;"";00;20060807;ACADEMIA CORPORE SANI;1
41915719000130;RUA SANTA MARCELINA 300  VILA CARMOSINA;"";"";DANYTURFERRAZ@GMAIL.COM;"";"";"";"";48706081;11;7107;SP;08270070;"";5611203;20210512;"";00;20210512;"";1
27031072000152;RUA ANTONIO DE FELICIO 131  JARDIM CLAUDIA;"";"";forumgpluxuria@hotmail.com;"";"";"";"";99139236;41;5453;PR;83326542;"";4789099;20170204;"";00;20170204;"";1
30458407000209;RUA PREFEITO NAGIB CAMILO AYUPE 89  CAXANGA;"";"";TECOL@TECOLCONTABIL.COM;"";"";"";"";32611758;32;5257;MG;36684020;4721104,4723700,4729699;5611203;20220921;"";00;20220921;"";2
50932068000187;RUA RIO DEMENI 16 CONJ COR DE ACAI NOVO ALEIXO;"";"";REGIJRSIQUEIRA18@GMAIL.COM;"";"";"";"";81289765;92;0255;AM;69098274;"";5611201;20230604;"";00;20230604;"";1
46773145000126;AVENIDA V 8 SN QUADRA22                  LOTE  08                  SALA  02 MANS�ES PARA�SO;"";"";GRTORNEADORA2022@GMAIL.COM;"";"";00000000;0000;91612458;62;9227;GO;74952560;2511000,2512800,2599302,3314718,4292801,4742300,4744001,4744003,4789099;2539001;20220614;105;00;20220614;"";1
37141509000164;RUA DESEMBARGADOR AVELAR 1403  PARQUE MANIBURA;"";"";CONTATO@ALGAWORKSIT.COM.BR;"";"";"";"";98351424;85;1389;CE;60821735;5819100,9511800,8599699,4751201,8599603,4753900,5320201;8599604;20200514;"";00;20200514;"";1
18139927000172;ESTRADA MARGEM DIREITA RODOVIA SP 249 SN       SITIO SUMIDOURO SUMIDOURO;"";"";escritoriojrb@bol.com.br;35524097;15;35524097;15;35524097;15;6153;SP;18320000;0119905,0119999;0111302;20130518;"";00;20130518;"";1
30251665000139;AVENIDA MONTEIRO LOBATO 4550 4550 LOJA 239 CIDADE JARDIM CUMBICA;"";"";BRUNOBASTOSCOMEX@GMAIL.COM;"";"";"";"";27243175;22;6477;SP;07180901;4752100,4781400,9602501,4753900,4772500,4789008,4789004,4783102,4783101;4789007;20180419;"";00;20180419;"";1
27254100000109;AVENIDA DOM JOSE ANDRE COIMBRA 1747 SALA 101 e 102 MARCIANO BRANDAO;"";"";vrosa3921@gmail.com;"";"";"";"";88853921;34;4961;MG;38740458;"";9602501;20170308;"";00;20170308;"";1
23176289000108;RUA AVELINO ANTONIO CARDOSO 652  PARQUE ALVORADA;"";"";marinha_paixao@hotmail.com;"";"";"";"";34217577;11;6689;SP;09340630;"";5611201;20150830;"";00;20250505;"";1
12804037000151;AVENIDA ADILSON JOSE DA CRUZ 6360 LOJA  2 D. PEDRO II;"";"";irbensjc@uol.com.br;39321040;12;"";"";39321040;12;7099;SP;12232750;1091102,4722901,5611203,4722902,4721103,4721104;4712100;20101013;"";00;20101013;MERCADO JJ;1
31753680000148;AVENIDA BRASIL 177  COROADINHO;"";"";ALAM.PABLO3@GMAIL.COM;"";"";"";"";32325029;98;0921;MA;65044370;4930201;5320201;20181012;"";00;20230322;"";1
19480495000121;RUA BARAO DA PASSAGEM 1852 CASA GRUTA;"";"";LEONIWDACOSTA@HOTMAIL.COM;"";"";"";"";99653105;55;8881;RS;97800000;4781400,4755501,4754701,3101200,7739002,4744002,9609208;4713002;20140107;"";00;20140107;"";1
41742476000185;RUA RIO GRANDE DO NORTE 415  JUCARA;"";"";JAYNE.ISA@GMAIL.COM;"";"";"";"";91354788;95;0803;MA;65900520;7210000;7220700;20210428;"";00;20210428;"";1
27672755000199;RUA EGIDIO PICCOLI (JD PROTASIO ALVES) 67 ARMZ PROTASIO ALVES;"";"";elonklippel@gmail.com;"";"";"";"";96946010;51;8801;RS;91263200;"";5611204;20170508;"";00;20170508;"";1
03655746000121;RUA JOAO GOMES JUNIOR 1083  JARDIM BONFIGLIOLI;"";"";DEBORA@AGAPESECARDOSO.COM.BR;37315847;011;"";"";27465700;11;7107;SP;05592001;7319002,7319099;8230001;20000216;"";00;20050827;"";1
49127167000107;RUA DAS FLORES 120 FUNDOS TABOAO;"";"";OTAVIOJSILVA2003@GMAIL.COM;"";"";"";"";97541563;11;6251;SP;12916030;4781400,4772500,9602502;9602501;20230110;"";00;20230110;"";1
45830855000501;RUA VALENCIO MANOEL FLORIANO 1050 SALA  2 VL SAO JOAO;"";"";NFE@EXPRESSOMILLES.COM.BR;"";"";"";"";31988399;48;8933;RS;95560000;4930202;5250805;20230208;"";00;20230208;"";2
41839842000119;AVENIDA MARECHAL EDGAR DE OLIVEIRA 1554 CASA 2 QUITAUNA;"";"";CAJURECUPERADORA@GMAIL.COM;"";"";"";"";43113605;11;6789;SP;06186012;5320201;5320202;20210505;"";00;20210505;"";1
30199751000140;RUA CEL. JOSE BASTOS 563  AERPORTO;"";"";MARCIABOECHATDEAZEVEDO@GMAIL.COM;"";"";"";"";38222291;22;5843;RJ;28300000;4742300,9521500,7319002,4321500;4753900;20180416;"";00;20180416;"";1
33964428000103;RUA SERGIO BERNARDINO 1094  CENTRO;"";"";RCCLINICADESAUDE@HOTMAIL.COM;"";"";98060299;14;37332610;14;6189;SP;18700120;8650099,3250706,8630502,6822600;8630504;20190618;"";00;20190618;R & C CLINICA DE SAUDE;1
51340621000155;RODOVIA BR 101 S N  SERRINHA;"";"";FERNADES.SILVEIRAF@GMAIL.COM;"";"";"";"";27691122;22;5819;RJ;28118000;"";9512600;20230707;"";00;20230707;"";1
25127927000118;RUA CONSELHEIRO LAMPREIA 587 ANEXO COSME VELHO;"";"";lucio_lora@outlook.com;"";"";"";"";85358785;21;6001;RJ;22241230;7912100,4929903,8230001,7420001,4924800,7990200,4929901,4929902,5091202;7911200;20160704;"";00;20210511;"";1
35549253000101;RUA TUPINAMBAS 26  SANTA TEREZINHA;"";"";FJGCONTABILIDADE@YAHOO.COM.BR;"";"";88824696;34;99023339;34;5241;MG;38800000;9319101,9319199,9329899;9312300;20191119;"";00;20191119;ASSOCIACAO MASTER SG;1
48563330000111;RUA PROFESSORA OCARLINA DRUMOND DE CARVALHO 351 CONJ MARIA ORTIZ;"";"";BENEFICIOS.CONSULTORIA@GMAIL.COM;"";"";"";"";97823796;27;5705;ES;29070530;"";7319002;20221109;"";00;20221109;"";1
18559824000161;RUA DAS BALSAS 51  CONJUNTO RESIDENCIAL ESTRELA DO SUL;"";"";CONTATO@PERSONALPEC.COM.BR;"";"";"";"";30281666;67;9051;MS;79013220;0162801,0162803,4611700,4623101,4789099;0162899;20130725;"";00;20130725;PERSONAL PEC;1
39418996000195;RUA NIVALDO JOSE DE ANDRADE 247  JARDIM SANTIAGO;"";"";EDINETELIMASOUSA8@GMAIL.COM;"";"";"";"";84772931;48;8327;SC;88113030;"";4520001;20201014;"";00;20201014;"";1
28139219000195;RUA GERVASIO ANTONIO CHIMINAZZO 47  JARDIM DAS HORTENSIAS;"";"";IARAVECHI@GMAIL.COM;"";"";"";"";99875822;35;5035;MG;37705010;1091102;4721102;20170709;"";00;20230504;"";1
41166634000104;RUA VICENTE DE LIMA CLETO 451  ITAUNA;"";"";ARIANAFALCAO@HOTMAIL.COM;"";"";"";"";38355802;21;5897;RJ;24461565;5819100,6399200,5811500,4781400,5813100;5812301;20210310;"";00;20210310;"";1
42966657000158;RUA RIO GRANDE DO SUL 1300  SANTO ANTONIO;"";"";DIRETORIA@AGAPECONTABILPIRAPORA.COM.BR;"";"";"";"";37412596;38;5023;MG;39272144;4520001,4530703;4520007;20210803;"";00;20210803;SCOOBY SOM E ACESSORIOS;1
37722604000151;RUA DOZE 51  SANTA RUTH;"";"";DEYZIMARS36@GMAIL.COM;"";"";"";"";88257588;31;4633;MG;35901069;1822901;8219901;20200714;"";00;20230911;"";1
40430781000179;RUA TIBIRICA 7  MONJOLOS;"";"";WEVERTONASS01@GMAIL.COM;"";"";"";"";88367221;21;5897;RJ;24724310;9511800,6190699,4321500;9512600;20210117;"";00;20210117;"";1
47186769000100;RUA DONA MARIANA 536  PARACATUZINHO;"";"";TOOTONTIMDISTRIBUIDORA@GMAIL.COM;"";"";"";"";98286158;38;4939;MG;38603216;4729601,4772500,4789005,5611204,5620102,5620104,7729202;4723700;20220718;"";00;20220718;"";1
44528535000105;RUA LUIZ PEREIRA 123  SAO FRANCISCO;"";"";NEIVA.ELIANE45@GMAIL.COM;"";"";"";"";99873771;68;0139;AC;69901573;5620104,5620103,4789099,5620102,4729699,5612100,4724500,5611201,1094500;1096100;20211208;"";00;20211208;"";1
43805337000189;RUA BARAO DE IGUAPE 533 APT 16 LIBERDADE;"";"";ZITROCONTENT@GMAIL.COM;"";"";"";"";99479238;11;7107;SP;01507001;5811500,5912099,5813100,8219999;5819100;20211007;"";00;20211007;"";1
09302727000289;CAMINHO NOVE 15/16       MERCADO DO PRODUTOR TANCREDO NEVES;"";"";GEORGEGONZAGA@HOTMAIL.COM;"";"";"";"";88054059;74;3669;BA;48907310;0163600,8292000;4633801;20180911;"";00;20180911;POLIVERDE;2
08441064000806;FAZENDA SAO PEDRO SN  ZONA RURAL;"";"";starita@stz.flash.tv.br;"";"";"";"";39428029;16;6263;SP;15290000;"";0113000;20110309;"";00;20110309;"";2
51694783000191;RUA HENRIQUE ARBOS 14  VILA LAIS;"";"";AGENCIAIMIGRANTESBRASIL@GMAIL.COM;"";"";"";"";0;11;7107;SP;03611080;4781400;1412603;20230804;"";00;20230804;"";1
07610306000109;RUA SETE DE SETEMBRO 738  CENTRO;"";"";IVAN.CONTABILIDADE@HOTMAIL.COM;"";"";"";"";35319151;99;0887;MA;65990000;"";9420100;19841220;"";00;20050924;"";1
46083144000150;RUA GIOVANNI CASTAGNETO 43  LOTEAMENTO VILLA BRANCA;"";"";BITENCOURTCONTABIL@OUTLOOK.COM;"";"";"";"";82709571;12;6589;SP;12301615;"";4930202;20220419;"";00;20220419;"";1
49944734000118;ESTRADA PONTO DO ALTO A PEROBAS SN KM    2.5 PONTO ALTO;"";"";MAILTO:DENIMPASSOS@GMAIL.COM;"";"";"";"";98908731;27;5637;ES;29260000;9499500,9603301;9430800;20221216;"";00;20221216;CEMITERIO EURICO DOS SANTOS;1
47362624000112;RUA INDONESIA 242  PARQUE NOVO ORATORIO;"";"";NJUNIOR.1987@GMAIL.COM;"";"";"";"";63694610;11;7057;SP;09270570;9001906,3702900,5611201,4330404,4330405,0161003,3314706,4329105,4322301,3313999,3314702,4399103;4321500;20220801;"";00;20220801;"";1
18802527000103;AVENIDA DUQUE DE CAXIAS 336 PAVMTO1 SALA 1 CENTRO;"";"";"";"";"";"";"";32511987;67;9099;MS;79240000;"";4930201;20130903;"";00;20210520;TRANSPORTADORA FARIAS;1
34575797000177;AVENIDA ARMANDO DE SALLES OLIVEIRA 800  CENTRO;"";"";comendadorricardofassio@gmail.com;"";"";"";"";34341234;19;6875;SP;13400010;"";4322302;20190819;"";00;20190819;"";1
04851327000128;RUA MURILO FURTADO 622 CASA  02 PARQUE VITORIA;"";"";EXATUSS@IG.COM.BR;2027929;11;"";"";20277222;11;7107;SP;02270000;3811400,4930203;4930201;20011214;"";00;20220622;PREDADOR TRANPORTES;1
35453494000144;RODOVIA SANTOS DUMONT 13 LOTE 08 FONTE SANTA;"";"";"";"";"";"";"";99745696;21;5915;RJ;25976060;4321500,4322301,4330405;4399103;20191108;"";00;20191108;"";1
67412353000170;RUA ITAPIRU 576 SALA 1 CENTRO;"";"";"";"";"";"";"";"";"";7005;SP;13320030;4120400,4399101,7111100,7119704;7112000;19920115;"";00;20050924;RETOQUE SERVICOS E REPAROS DOMESTICOS;1
28670988000387;AVENIDA DESEMBARGADOR FELIPPE IMMESI 390       N 396 SANTA MONICA;"";"";JURIDICO@SERTTACONTABILIDADE.COM.BR;"";"";"";"";38312928;35;4123;MG;31530000;9311500,9312300,9313100,9319101,9329899,9499500;8591100;20210408;"";00;20210408;CENTRO DE TREINAMENTO AMIGOS DO ESPORTE - CTAES;2
33156747000192;RUA EDUARDO ALVES 737 CASA FUNDO SAO JORGE;"";"";ROSENEIAFONSECA@YAHOO.COM.BR;"";"";"";"";74030393;13;7071;SP;11085680;1340501,1412601,4923001,5229099,4929902,4930201,8230001,5320201;3299099;20190327;"";00;20190327;"";1
35887874000197;RUA COMANDANTE GERALDO BERG 90  NOVA ERA;"";"";RAFASOUZAS2812@GMAIL.COM;"";"";"";"";84864663;32;4733;MG;36087010;4723700,5612100,5611201,5611203,8230001,5611205;5611204;20200103;"";00;20250110;"";1
39441619000177;10A RUA ADELMO MARIANO 123  JARDIM BELA VISTA;"";"";RODRIGO_JUNIOR88@HOTMAIL.COM;"";"";"";"";33561651;18;6395;SP;19830000;"";4772500;20201015;"";00;20201015;BRASILEIRA COSMETICOS;1
26306481000151;RUA DO COMERCIO 10  CENTRO;"";"";"";"";"";"";"";99805903;82;2823;AL;57410000;4772500;4771701;20161006;"";00;20161006;DROGARIA TORRES;1
38421453000164;RUA PASCOAL BIANCO 68  PINHEIROS;"";"";TIAGO.VILLANO@GMAIL.COM;"";"";"";"";46742318;11;7107;SP;05425050;7410202,8211300,8219999;8130300;20200911;"";00;20200911;"";1
48439164000146;RUA BOM JESUS 212 SALA  1904                ANDAR 19                  COND  AR 3000 - CABRAL COR JUVEVE;"";"";BRUNORUON@HOTMAIL.COM;"";"";"";"";88892555;41;7535;PR;80035010;"";6911701;20221027;"";00;20221027;"";1
33831327000164;RUA DAS OLIMPIADAS 451 APT 418 PARQUE DOIS IRMAOS;"";"";paulo.plima@outlook.com;"";"";"";"";82151108;85;1389;CE;60761135;4929902;4929901;20190604;"";00;20190604;"";1
27139473000120;RUA CORONEL JOSE FERREIRA ALVES 1350  CENTRO;"";"";marcelolajes@yahoo.com.br;"";"";"";"";88120897;34;4069;MG;38444090;"";9602501;20170217;"";00;20170217;"";1
33357464000109;RUA GAIVOTA 354 SALA  01                  QUADRA66                  LOTE  08 SETOR JARDIM PAULISTA;"";"";ELIANESOCIAL@HOTMAIL.COM;"";"";"";"";84046174;63;9519;TO;77600000;8550302,8650004,8650005,8660700;7490199;20190415;"";00;20190415;INOVAR CONSULTORIA PUBLICA E EMPRESARIAL;1
48140543000130;"RUA GETULIO VARGAS S/N QUADRA H;LOTE 2A VILA SANTA MARIA";"";"";ANTONIOCASTROOLIVERA@HOTMAIL.COM;"";"";"";"";85784614;62;9395;GO;75400584;4783101;4772500;20220929;"";00;20220929;"";1
32133106000150;RUA JAYME MARTINS 107 SALA  01 PRAIA DO CANTO;"";"";AMNETO16@GMAIL.COM;"";"";"";"";99997685;27;5705;ES;29055610;"";8650002;20181128;"";00;20181128;"";1
36353251000105;SITIO SAO JOSE S/N  CAMANDUCAIA DO MEIO;"";"";"";"";"";"";"";95820801;19;7143;SP;13960000;0111302,0119905;0134200;20200212;"";00;20200212;"";1
08897888000119;SITIO CREPALDI SN ZONA RURAL AGUA DO CABRAL;"";"";"";33211797;18;33222211;18;33222211;18;6179;SP;19802000;0111302,0119906;0115600;20070621;"";00;20070621;"";1
19330865000144;RUA MEDEIROS NETO 715  VOMITA MEL;"";"";"";"";"";"";"";34523771;77;3533;BA;46430000;"";4520005;20131128;"";00;20220311;"";1
12314220000179;RUA CLOVIS SIMAO FARIAS 70  FUNCIONARIOS;"";"";FREDERICOFERNANDESSILVA@GMAIL.COM;"";"";"";"";92265107;31;5343;MG;35701298;5320202,5229099,4930201;5611201;20100802;"";00;20220128;"";1
39266751000190;ESTRADA LINHA BARIGUI SN  ZONA RURAL;"";"";EUCAPEL.PELLETS@GMAIL.COM;"";"";"";"";99850095;45;5533;PR;85948000;1610203,2539001,3313901,3811400,4520003,4530703,4530704,4671100,4683400,4744002,4789099,4930202;1629301;20201001;"";00;20201001;EUCAPEL PELLET DE EUCALIPTO;1
31460639000183;RUA BOM JESUS 89 ANEXO SALA SAO RAIMUNDO;"";"";EDNA.ISRAEL.SILVA@GMAIL.COM;"";"";"";"";91205337;98;0871;MA;65707000;"";8550301;20180814;"";00;20210301;"";1
30391766000105;ESTRADA PRINCIPAL 275  ESQUINA GAUCHA;"";"";ESCRITORIOCONTABILGARZAO@HOTMAIL.COM;"";"";"";"";99343160;46;7759;PR;85740000;"";4930202;20180508;"";00;20180508;"";1
28872860000134;RUA TREZE DE MAIO 554  CENTRO;"";"";"";"";"";"";"";35410437;19;6165;SP;13600090;6810201;6810202;20171017;"";00;20171017;"";1
41095692000186;ESTRADA GERAL S/N CASA ALVORADA;"";"";ECPCONT.RH@GMAIL.COM;"";"";"";"";88173026;48;8271;SC;88990000;"";9602502;20210304;"";00;20240226;"";1
54476510000169;AVENIDA BRASIL 335  JARDIM SAO LUIZ;"";"";ELIAS@CONTABILEFC.COM.BR;"";"";"";"";23592944;11;7047;SP;06502210;"";7020400;19850528;"";00;20051103;"";1
23635270000174;RUA SENADOR PINHEIRO MACHADO 759 ANDAR 02 CENTRO;"";"";"";"";"";"";"";37231007;51;8559;RS;96508022;4755503,1412602,4755501,4772500;4781400;20151110;"";00;20151110;"";1
47954324000122;RUA ANDORRA 500 LOJA  FF271 JARDIM AMERICA;"";"";ISABEL.S.FERREIRA@OUTLOOK.COM;97452888;12;"";"";91953071;12;7099;SP;12235050;5611203,5620104;5611201;20220914;"";00;20220914;AMARAL PIZZARIA E ESFIHARIA;1
47012242000169;RUA SAUL VIGANO 1175 CASA AEROPORTO;"";"";DUARTE.LUIZ@BOL.COM.BR;"";"";"";"";99194436;46;7751;PR;85503030;5320202,8599699,8599605,7319002,4330402,5229099,4330404,4399103,3329501;8219999;20220704;"";00;20220704;"";1
44281552000190;RUA ANTONIO DALTOE 366  JARDIM;"";"";ROSIMERI_OLIVEIRA@YAHOO.COM;"";"";"";"";97269120;55;8705;RS;98700000;1422300;3299099;20211118;"";00;20211118;"";1
10591384000118;RODOVIA SC 482 KM 04 14042  VILA NOVA;"";"";RNSERVICO.LTDA@GMAIL.COM;"";"";"";"";36582402;48;8053;SC;88750000;"";4313400;20090108;"";00;20090108;RN TERRAPLENAGEM;1
32186548000164;RUA JOSAFA MARINHO 9938 TERREO ENGENHEIRO PONTES;"";"";RITA.FARMACIA5@GMAIL.COM;"";"";"";"";81705932;75;3677;BA;45498000;4772500;4771701;20181205;"";00;20181205;FARMACIA DO TRABALHADOR DE ENGENHEIRO PONTES;1
42143358000113;QUADRA ASR NE 25 ALAMEDA 08 S/N LOTE  13 QI 10            SALA  01 PLANO DIRETOR NORTE;"";"";FINANCEIRO@PALMASFOOD.COM.BR;"";"";"";"";32361800;63;9733;TO;77006316;8219999,8299799;8211300;20210531;"";00;20210531;CONTROL FOOD SERVICOS;1
21175069000126;RUA ADALVACI VIEIRA DOS SANTOS OLIVEIRA 445  CONJUNTO RESIDENCIAL DOM PEDRO I;"";"";TOPMAIS.JJ2@GMAIL.COM;"";"";"";"";88180255;12;7099;SP;12232660;"";9529102;20141006;"";00;20141006;"";1
36692038000110;ESTRADA CANGUERI DE FORA SN  CANGUERI  FORA;"";"";DANILOCONTASUL@HOTMAIL.COM;36430103;48;"";"";36430103;48;8141;SC;88770000;4744001,4744003,4744099,4761003,4763604,4771704,4789002,4789004,4789099;4742300;20200316;"";00;20200316;AGRO VITOR;1
50402000000196;"RUA OTAVIO PEREIRA TORRES - ATE 279/280 128 LOTE 13;QUADRA 1 BONFIM";"";"";SIQUALITAT@GMAIL.COM;"";"";"";"";91753528;32;4733;MG;36051214;4321500,4322301,4330499;4322302;20230421;"";00;20230421;"";1
